date,symbol,ltp,cci 2,cci 4,cci 10,cci 30,cci 60,cci 90,cci 120,cci 150,st 10-2
25th Aug,CONSOFINVT,185,-66.67,10.30,-24.64,-96.59,-148.93,-81.00,-32.84,-36.32,200.06
25th Aug,CORDSCABLE,184.90,66.67,-36.93,70.43,-44.47,-97.00,-47.71,-7.24,4.61,191.81
25th Aug,BHAGERIA,184.61,66.67,133.33,279.15,-3.38,-21.44,21.94,46.18,48.01,187.16
25th Aug,AARVEEDEN,183.66,-66.67,-117.32,43.03,111.55,140.59,169.80,208.18,231.39,176.73
25th Aug,WALCHANNAG,183.55,-66.67,-51.47,39.05,-66.26,-104.45,-93.97,-36.27,-45.97,195.01
25th Aug,STARPAPER,183.52,66.67,133.33,172.45,161.01,150.43,133.13,118.70,77.43,170.30
25th Aug,SGLTL,183.19,66.67,-6.75,82.06,49.47,57.97,74.04,82.75,88.74,169.40
25th Aug,RAJESHEXPO,183.03,-66.67,-78.95,44.31,-46.54,-84.94,-92.11,-37.50,-27.58,177.47
25th Aug,ASHOKA,182.82,-66.67,-77.45,46.11,-85.32,-144.35,-116.00,-82.32,-83.50,189.72
25th Aug,BHARATWIRE,182.44,-66.67,-42.59,25.07,-46.59,-86.30,-56.05,-32.67,-17.34,170.21
25th Aug,MANCREDIT,181.80,-66.67,9.59,56.86,-51.74,-92.25,-0.185,23.86,37.68,194.32
25th Aug,BIRLAMONEY,181.34,66.67,133.33,245.45,162.30,12.58,53.64,71.78,60.81,169.03
25th Aug,BGRENERGY,181.33,66.67,96.03,129.71,248.81,409.30,446.15,399.37,315.81,160.97
25th Aug,BOMDYEING,181.26,66.67,94.34,174.50,134.80,152.01,138.11,142.66,150.38,167.88
25th Aug,NOCIL,181.04,-66.67,-85.99,53.36,-21.15,-64.69,-56.30,-35.14,-54.18,174.59
25th Aug,HEXATRADEX,180.90,66.67,-6.86,-31.87,-79.38,-114.66,-99.47,-96.96,-90.21,188.61
25th Aug,SHIVATEX,180.02,-66.67,-17.28,77.44,-59.37,-119.61,-131.55,-99.45,-106.27,191.74
25th Aug,PRECAM,179.72,66.67,-47.58,42.15,-37.23,-87.37,-33.09,-14.26,-43.35,167.91
25th Aug,AEROFLEX,179.68,-66.67,-83.56,-100.58,-74.00,-48.78,-14.02,0.344,-28.78,194.70
25th Aug,ARKADE,179.60,-66.67,-111.63,-184.92,-109.89,-148.28,-25.37,14.60,31.45,193.47
25th Aug,MARKSANS,177.84,-66.67,-112.65,-81.28,-117.24,-179.65,-195.92,-164.97,-181.43,194.61
25th Aug,SCODATUBES,177.55,66.67,133.33,13.17,-81.99,NaN,NaN,NaN,NaN,186.69
25th Aug,THOMASCOOK,176.62,66.67,110.87,107.69,72.60,100.33,104.13,104.96,113.17,162.35
25th Aug,PRECWIRE,176.51,-66.67,-59.68,49.31,-37.26,-69.31,15.98,39.76,51.81,170.31
25th Aug,BLSE,176.20,-66.67,-133.33,-185.88,-123.59,-106.80,-34.06,-0.198,-1.49,191.58
25th Aug,NATHBIOGEN,176,-66.67,-70.96,52.23,-55.52,-91.87,-51.22,-8.95,-0.913,186.13
25th Aug,GAIL,175.90,-66.67,-119.29,37.67,-33.68,-88.13,-120.32,-43.93,-23.63,171.86
25th Aug,GICHSGFIN,175.23,-66.67,-87.12,-45.96,-100.35,-149.13,-119.55,-46.94,-49.45,183.57
25th Aug,DBREALTY,174.62,-66.67,-114.23,-120.17,-72.07,-101.34,-80.22,-28.73,-8.87,190.36
25th Aug,AURUM,174.35,-66.67,-133.33,-169.22,-108.18,-162.89,-111.11,-61.61,-65.52,188.46
25th Aug,SEQUENT,174.25,-66.67,-106.40,-50.74,-54.20,-100.00,-20.15,20.80,28.30,182.29
25th Aug,IITL,173.88,66.67,51.63,74.06,88.00,44.64,-23.72,-47.39,-57.11,160.68
25th Aug,MARINE,173.40,66.67,-33.68,18.00,-69.08,-104.57,-125.19,-66.66,-68.02,182.50
25th Aug,KRONOX,172.24,66.67,133.33,159.18,-17.81,-24.91,27.76,47.79,40.63,173.82
25th Aug,KTKBANK,171.94,-66.67,-2.17,51.01,-74.98,-120.47,-163.20,-109.46,-101.38,176.51
25th Aug,CUPID,171.85,66.67,78.35,90.58,88.40,105.81,138.90,159.97,181.12,160.06
25th Aug,HDFCSML250,171.45,66.67,22.01,74.93,-29.62,-46.29,24.03,49.07,60.98,173.95
25th Aug,BANDHANBNK,171.45,-66.67,-129.13,43.92,-9.57,-44.13,-3.37,38.30,52.77,166.71
25th Aug,SUKHJITS,171.30,66.67,-42.40,33.02,-54.25,-79.70,-87.99,-111.80,-111.75,180.47
25th Aug,MOSCHIP,171.26,-66.67,50.30,50.69,48.90,-31.98,-11.14,24.90,NaN,162.34
25th Aug,KOTHARIPET,170.60,66.67,21.20,75.89,29.48,-24.46,5.64,35.67,34.16,158.06
25th Aug,UGROCAP,169.96,66.67,115.36,87.15,-35.84,-69.79,-82.80,-50.46,-52.13,177.67
25th Aug,TNPL,169.77,66.67,133.33,333.33,92.65,58.31,72.03,78.59,74.97,157.40
25th Aug,MAHEPC,169.64,-66.67,-113.01,69.38,187.90,304.20,375.29,217.80,231.83,159.03
25th Aug,DEVYANI,169.27,-66.67,-35.64,68.09,32.16,25.80,-14.38,23.95,13.30,161.53
25th Aug,IRCON,169.24,-66.67,-133.33,41.34,-63.02,-104.52,-58.27,-19.83,-25.82,177.22
25th Aug,IVP,169.05,-66.67,-98.59,-125.74,-87.80,-123.88,-83.02,-21.76,-26.81,184.14
25th Aug,RELCHEMQ,169,66.67,-9.44,-5.79,-73.23,-125.04,-79.13,-31.89,-43.05,181.42
25th Aug,FUSION,168.56,66.67,91.02,133.96,3.84,-45.27,-35.30,1.50,-2.16,153.70
25th Aug,LEMONTREE,168.23,66.67,67.06,128.14,231.27,228.29,277.80,295.30,312.13,157.76
25th Aug,GANGESSECU,167.97,-66.67,-86.11,19.48,61.81,22.99,57.05,71.18,54.28,171.77
25th Aug,MIDCAP,167.64,66.67,80.95,75.76,34.56,4.68,48.28,63.81,76.50,167.87
25th Aug,TARC,167.58,66.67,100.92,60.37,-71.45,-112.80,-34.63,14.00,30.84,175.83
25th Aug,REPL,167.24,66.67,-32.83,69.45,-23.75,-74.60,-78.83,-80.25,-65.22,171.70
25th Aug,HINDOILEXP,167,-66.67,-77.38,65.05,51.10,-2.86,-48.82,-51.89,-62.82,162.11
25th Aug,MANOMAY,167,66.67,88.92,70.44,64.14,4.78,-29.05,-36.60,-53.58,170.68
25th Aug,GULPOLY,166.79,66.67,-44.52,-7.90,-45.35,-77.32,-88.40,-77.86,-81.53,175.64
25th Aug,DCMNVL,166,-66.67,-133.33,-187.08,-144.85,-187.07,-180.90,-73.71,-75.11,184.11
25th Aug,ENIL,165.55,66.67,40.84,38.43,93.65,165.17,192.44,169.85,152.19,151.14
25th Aug,BSL,165.52,-66.67,43.40,102.78,168.92,119.04,118.53,77.55,22.06,164.74
25th Aug,MODISONLTD,164.99,66.67,64.08,64.51,-42.86,-31.46,36.53,54.31,57.52,173.64
25th Aug,ARVEE,164.39,66.67,133.33,-54.34,-92.66,-87.99,-26.89,4.36,16.67,175.03
25th Aug,CESC,164.24,-66.67,50.30,104.40,-51.76,-56.55,-32.88,19.44,40.70,171.46
25th Aug,HERCULES,163.95,-66.67,58.62,27.28,-71.46,-108.06,-59.89,-33.94,-43.98,172.98
25th Aug,JOCIL,163.95,66.67,38.40,71.87,-24.27,-26.76,15.07,44.76,2.85,168.57
25th Aug,MANINFRA,163.65,-66.67,-23.77,37.72,-70.10,-65.09,-33.74,4.46,-22.70,156.33
25th Aug,PAKKA,163.24,66.67,109.41,-11.03,-99.68,-119.07,-95.87,-100.95,-90.69,173.95
25th Aug,INDOTHAI,163,-66.67,-90.93,-112.17,-113.44,-154.04,-162.65,-168.38,-165.24,184.05
25th Aug,PRAKASH,162.64,66.67,-51.07,-29.42,-71.83,-41.15,-58.67,-25.02,-6.53,176.22
25th Aug,NELCAST,162.50,-66.67,-109.96,-57.92,22.15,72.83,91.34,94.74,113.09,156.41
25th Aug,MOLDTECH,162,66.67,133.33,73.58,90.24,63.86,84.51,86.93,56.43,146.93
25th Aug,HECPROJECT,161.80,66.67,133.33,56.08,48.77,28.35,58.51,72.33,88.72,150.57
25th Aug,PYRAMID,161.43,66.67,98.01,90.02,-42.24,-92.91,-64.00,-21.56,-34.34,170.43
25th Aug,BIRLACABLE,161.25,-66.67,-15.44,16.47,-90.14,-134.84,-67.52,-20.24,-29.84,165.47
25th Aug,DCMSRIND,160.16,-66.67,-91.29,-138.38,-161.92,-139.15,-125.55,-83.68,-75.27,172.11
25th Aug,MASKINVEST,160,-66.67,-9.59,57.72,-23.21,-19.42,-41.81,-52.76,-65.57,143.73
25th Aug,ADSL,159.69,66.67,31.66,-39.04,-70.14,-120.06,-140.80,-159.67,-124.49,168.89
25th Aug,TATASTEEL,159.63,66.67,-58.84,7.14,-14.46,18.88,41.83,54.48,64.03,155.23
25th Aug,KOPRAN,158.93,-66.67,-98.50,-34.65,-65.57,-114.44,-149.24,-141.03,-151.26,167.17
25th Aug,BLISSGVS,158.64,-66.67,-84.35,-143.43,-50.06,18.06,54.74,75.01,74.73,177.51
25th Aug,CYBERTECH,158.21,-66.67,35.58,51.59,-4.61,-27.72,7.61,25.72,-22.92,146.34
25th Aug,CROWN,158,66.67,54.00,63.28,-7.87,-69.13,-61.18,-66.07,-76.45,165.99
25th Aug,MASTERTR,157.98,66.67,-1.23,-72.79,6.59,26.27,29.91,55.00,68.85,150.64
25th Aug,THEINVEST,157.05,66.67,92.46,20.67,-35.13,25.23,53.81,71.42,39.44,169.66
25th Aug,GPPL,156.91,-66.67,32.43,47.16,-50.64,-68.42,28.82,50.35,55.11,162.50
25th Aug,RCF,156.78,-66.67,33.42,91.05,107.70,57.48,75.70,76.01,68.01,148.73
25th Aug,MUTHOOTMF,156.25,-66.67,-133.33,25.75,-46.85,37.10,53.21,73.58,59.02,161.76
25th Aug,TOLINS,156.01,66.67,133.33,129.04,46.41,25.95,60.65,77.59,61.72,144.26
25th Aug,WIPL,156,-66.67,62.40,90.26,-12.81,-12.24,8.14,-36.58,-51.02,148.45
25th Aug,AVROIND,155.85,-66.67,-10.61,-13.32,40.81,-44.25,-41.74,-27.33,-48.41,145.63
25th Aug,RKSWAMY,155.77,-66.67,-133.33,11.88,-64.11,-103.83,-121.92,-134.73,-137.38,164.72
25th Aug,AHLEAST,155.73,-66.67,-116.06,-21.10,-49.65,20.76,54.98,78.48,93.51,159.81
25th Aug,INDOAMIN,155.62,-66.67,-82.38,49.70,45.24,14.65,52.76,71.65,78.45,145.05
25th Aug,VSTL,155.30,66.67,-34.34,13.08,-62.85,-39.49,-22.29,-4.91,-28.18,165.69
25th Aug,UNIENTER,155,66.67,22.76,20.60,-41.09,-14.84,-32.16,7.71,10.34,162.73
25th Aug,OMAXAUTO,155,-66.67,-72.34,55.63,80.94,122.47,166.51,211.05,242.87,141.56
25th Aug,GPTHEALTH,154.69,-66.67,-112.59,-123.15,-103.87,-19.70,-17.83,7.51,2.23,171.01
25th Aug,PARKHOTELS,154.40,66.67,133.33,122.74,-10.10,-50.31,-25.08,7.86,-26.60,159.65
25th Aug,VRAJ,153.95,-66.67,-99.19,-36.81,-93.00,-140.29,-96.97,-87.52,-93.50,166.32
25th Aug,KAKATCEM,153.85,-66.67,-76.30,-54.31,-73.52,-88.36,-52.29,-1.83,-21.00,162.42
25th Aug,MAFANG,153.73,-66.67,-88.61,-148.02,-23.55,52.24,78.87,98.61,109.37,157.46
25th Aug,WORTH,153.55,66.67,-39.81,4.91,-0.809,33.41,42.32,39.45,0.484,165.95
25th Aug,JSWCEMENT,153.48,-66.67,-67.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25th Aug,SUPERHOUSE,152.35,-66.67,-75.41,-107.31,-163.57,-213.50,-160.29,-77.33,-90.70,168.13
25th Aug,NAVNETEDUL,151.94,-66.67,44.37,111.04,122.89,172.73,205.95,212.15,214.58,143.42
25th Aug,PFOCUS,151.74,-66.67,-87.71,-67.32,-58.65,23.84,56.90,79.96,98.91,167.44
25th Aug,SHAREINDIA,151.69,-66.67,-79.29,-132.73,-167.39,-246.22,-135.66,-137.06,-101.20,164.48
25th Aug,RSWM,151.63,-66.67,-133.33,-35.39,-63.05,-105.64,-74.74,-20.56,-21.17,161.00
25th Aug,RUCHIRA,151.54,66.67,133.33,176.31,274.26,260.08,145.01,132.80,146.38,138.31
25th Aug,GANDHAR,151.45,66.67,41.64,125.16,-83.48,-143.36,-80.30,-30.42,-40.37,160.77
25th Aug,RATNAVEER,151.35,66.67,104.21,82.06,55.22,-10.44,12.09,32.16,12.60,138.58
25th Aug,HEALTHIETF,151.10,66.67,97.24,101.34,70.08,91.73,111.00,117.92,131.06,151.23
25th Aug,AVANTEL,150.85,66.67,102.13,157.10,87.00,5.40,40.06,63.53,77.68,138.34
25th Aug,VINCOFE,150.80,-66.67,-49.66,45.83,66.92,85.19,100.09,115.72,137.92,144.51
25th Aug,INOXGREEN,149.95,-66.67,-91.99,-186.72,-116.13,-92.56,-48.83,3.91,7.59,162.28
25th Aug,TVTODAY,149.89,66.67,126.63,120.83,-41.57,-91.43,-137.58,-125.79,-131.78,153.02
25th Aug,AXISHCETF,149.36,66.67,65.57,79.44,40.40,74.67,98.06,107.73,121.77,150.54
25th Aug,DREAMFOLKS,149,-66.67,-6.49,38.37,43.04,-55.11,-83.24,-110.92,-123.68,135.99
25th Aug,INDOUS,149,-66.67,-96.70,-85.87,-119.37,-89.86,-72.19,-78.12,-73.63,167.89
25th Aug,HEALTHADD,148.91,66.67,66.67,89.08,52.05,84.22,106.90,114.39,128.62,145.77
25th Aug,VMM,148.89,-66.67,-133.33,52.58,117.00,139.53,151.14,136.19,144.57,139.91
25th Aug,ARISINFRA,148.87,66.67,133.33,109.21,8.49,NaN,NaN,NaN,NaN,138.86
25th Aug,PRSMJOHNSN,148.55,-66.67,-42.74,68.94,-44.07,-36.44,20.58,45.17,56.54,152.94
25th Aug,NV20BEES,148.50,66.67,69.94,98.28,65.88,-3.88,6.12,39.99,23.20,144.79
25th Aug,VPRPL,148.40,-66.67,-81.04,-83.14,-99.28,-160.33,-158.43,-161.01,-108.03,160.27
25th Aug,NV20,147.89,66.67,62.05,84.49,59.64,-5.37,4.24,38.05,25.57,144.55
25th Aug,STALLION,147.77,66.67,-29.59,49.79,111.38,132.31,169.85,209.24,NaN,130.26
25th Aug,IREDA,147.70,66.67,-49.02,53.71,-33.86,-83.67,-113.61,-91.57,-102.60,150.08
25th Aug,MAKEINDIA,147.60,66.67,-20.74,75.14,110.67,111.75,106.99,88.37,100.94,151.58
25th Aug,SMARTLINK,147.11,-66.67,-102.88,-11.36,-19.19,-76.09,-80.81,-10.58,-34.81,152.72
25th Aug,MANAKCOAT,146.50,-66.67,-87.82,14.13,-16.70,52.36,75.14,89.11,108.86,160.16
25th Aug,RAIN,146.49,-66.67,-103.23,-156.10,-148.03,-51.46,-17.50,26.60,33.67,157.54
25th Aug,DIACABS,146.01,-66.67,-82.34,-93.73,-116.29,17.52,48.63,71.85,87.77,159.43
25th Aug,SOMICONVEY,145.80,-66.67,-86.39,-161.55,-139.34,-142.61,-88.68,-93.33,-91.36,155.54
25th Aug,YATRA,145.77,-66.67,-127.16,22.29,109.03,213.21,281.93,307.47,328.66,138.52
25th Aug,CPCAP,145.75,66.67,68.81,-26.42,-112.76,-173.18,-93.66,-99.16,-117.73,162.74
25th Aug,MOMGF,145.57,66.67,1.43,70.54,116.79,108.31,NaN,NaN,NaN,142.05
25th Aug,EXICOM,145.22,66.67,-45.26,67.93,-58.20,-111.22,-121.58,-91.64,-95.45,152.20
25th Aug,SPARC,144.50,-66.67,-71.58,45.71,-55.23,-100.06,-91.31,-40.25,-39.07,150.31
25th Aug,AGRITECH,144.50,66.67,-4.25,81.60,-16.39,-72.08,-92.78,-46.15,-64.57,149.33
25th Aug,ABLBL,144.13,66.67,114.75,112.20,5.21,NaN,NaN,NaN,NaN,134.15
25th Aug,IEX,143.87,66.67,80.47,110.34,-28.12,-74.94,-115.82,-114.02,-121.90,147.33
25th Aug,PDMJEPAPER,143.45,66.67,133.33,190.15,260.31,215.51,213.83,210.83,155.90,126.46
25th Aug,MUNJALSHOW,142.67,66.67,120.47,110.69,-1.72,25.83,54.77,71.69,70.23,133.13
25th Aug,INOXWIND,142.65,-66.67,-116.75,46.03,-70.31,-115.62,-150.26,-137.59,-145.84,146.30
25th Aug,NDTV,142.47,-66.67,-50.35,64.66,32.49,-36.25,-0.373,27.32,28.35,139.76
25th Aug,BELRISE,142.47,-66.67,-75.70,36.75,103.99,114.54,NaN,NaN,NaN,137.66
25th Aug,BSHSL,142.43,66.67,105.57,191.32,152.58,102.40,81.86,88.00,40.82,131.91
25th Aug,TEXRAIL,142.32,-66.67,24.80,85.28,-44.21,-96.19,-72.58,-38.55,-47.84,136.45
25th Aug,EKC,141.60,-66.67,-71.32,14.99,82.88,105.28,123.80,131.28,68.82,135.02
25th Aug,FEDFINA,140.79,66.67,80.65,127.64,182.36,170.81,139.08,148.84,175.28,130.80
25th Aug,BROOKS,140.30,-66.67,-95.43,-175.68,-211.22,-32.18,-3.60,33.65,21.23,155.41
25th Aug,APCL,140.27,-66.67,-76.16,-118.81,-189.45,-79.06,-9.86,34.41,18.45,138.03
25th Aug,SDBL,140.04,-66.67,-133.33,-90.08,-124.67,-150.31,-72.72,-18.04,13.30,149.75
25th Aug,IOC,139.96,-66.67,-88.52,-138.33,-87.58,-84.18,-73.19,1.77,25.09,144.93
25th Aug,BOROSCI,139.59,66.67,76.19,-62.29,-111.20,-84.70,-38.04,-5.16,-14.65,154.23
25th Aug,RELTD,139.50,-66.67,-133.33,-139.77,18.87,7.73,49.23,65.25,77.37,130.33
25th Aug,MEGASOFT,139.36,66.67,108.54,172.03,220.37,226.44,172.39,164.74,191.49,122.91
25th Aug,SATIN,138.80,-66.67,-133.33,-189.54,-82.35,-123.08,-163.07,-112.75,-100.25,146.43
25th Aug,ORIENTHOT,138.53,-66.67,-21.21,29.14,-64.54,-101.77,-94.15,-89.57,-80.65,146.10
25th Aug,BEDMUTHA,138.50,-66.67,-75.24,-53.90,-84.57,-116.10,-125.26,-142.27,-130.99,148.30
25th Aug,LAXMIINDIA,138.34,-66.67,-114.70,-61.14,NaN,NaN,NaN,NaN,NaN,164.53
25th Aug,COMSYN,138.10,-66.67,-68.43,-31.96,87.18,118.50,80.25,87.01,98.81,128.79
25th Aug,UNIECOM,137.77,-66.67,-124.07,45.57,125.99,118.33,105.27,119.74,76.47,133.78
25th Aug,RBZJEWEL,137.05,66.67,21.36,6.02,11.24,-45.85,-36.62,-36.05,-52.45,128.76
25th Aug,HEMIPROP,137.01,66.67,-45.68,35.53,76.81,28.88,36.00,57.29,26.47,131.45
25th Aug,MANBA,136.90,-66.67,-109.14,-69.78,-39.20,-67.33,-16.02,2.21,-22.94,133.41
25th Aug,UCAL,136.68,66.67,-57.16,-89.67,-104.44,-149.85,-135.47,-70.73,-83.04,147.06
25th Aug,KRITI,136.20,-66.67,-131.47,-171.87,-208.00,-146.93,-25.33,9.76,15.20,150.41
25th Aug,CONSUMBEES,135.96,66.67,-37.68,68.81,182.79,225.82,209.19,146.50,152.50,133.12
25th Aug,OCCLLTD,135.68,-66.67,-133.33,-63.20,-77.46,38.10,65.00,82.13,101.05,146.65
25th Aug,SOUTHWEST,134.63,66.67,133.33,-2.23,-69.50,-127.12,-32.20,14.92,20.36,144.01
25th Aug,BHARATSE,134.50,66.67,38.94,81.31,167.18,266.55,254.55,NaN,NaN,124.88
25th Aug,LINC,134.30,66.67,82.04,138.04,-13.60,-60.23,-9.54,24.11,25.16,120.24
25th Aug,SMCGLOBAL,134.26,-66.67,-111.29,-215.89,-105.42,-63.46,8.72,30.76,41.37,143.95
25th Aug,JTEKTINDIA,133.76,66.67,112.18,119.66,3.60,-41.61,-62.72,-11.67,-26.83,123.81
25th Aug,HDFCVALUE,133.50,66.67,83.30,106.70,66.51,-0.859,10.27,42.17,26.95,129.96
25th Aug,MUKANDLTD,133.37,-66.67,-111.86,-89.86,-68.00,5.06,43.81,67.26,82.75,141.47
25th Aug,WCIL,133.32,66.67,92.14,119.66,257.42,295.29,151.98,150.72,167.20,123.31
25th Aug,UNIONBANK,133.04,-66.67,-122.90,-131.44,-40.77,-89.21,-42.27,-1.69,22.14,131.38
25th Aug,SECMARK,133,66.67,92.40,25.22,-58.27,-98.51,-43.17,17.95,32.26,141.20
25th Aug,SDL26BEES,132.75,66.67,6.75,81.36,99.05,123.72,115.26,101.34,104.55,131.05
25th Aug,DBEIL,132.66,66.67,-39.25,34.53,-74.85,-113.69,-117.78,-127.01,-100.80,138.41
25th Aug,EMIL,131.45,-66.67,38.89,78.72,11.95,-29.22,-25.33,-0.826,-19.01,120.81
25th Aug,ASHOKLEY,131.01,66.67,-61.95,51.85,144.27,171.24,175.41,136.52,144.78,125.58
25th Aug,WEL,130.40,-66.67,-112.39,-226.33,-358.37,-266.19,-255.92,-268.08,-267.13,156.09
25th Aug,HPIL,129.25,-66.67,-133.33,10.27,-79.87,-66.20,-31.35,-17.97,-26.14,144.30
25th Aug,STLTECH,129.04,-66.67,-108.92,-29.07,70.76,95.93,99.37,124.83,132.83,126.35
25th Aug,APTECHT,129,66.67,-60.92,22.02,-48.66,-87.17,-104.54,-51.23,-55.10,137.56
25th Aug,TVSSCS,128.99,-66.67,-111.94,-201.76,-8.69,-49.74,12.28,10.05,-18.87,126.00
25th Aug,DHAMPURSUG,128.98,-66.67,-110.31,-115.99,-106.16,-154.03,-101.55,-48.80,-57.06,136.25
25th Aug,BANSWRAS,128.60,-66.67,-115.72,-137.67,-124.51,-169.44,-141.15,-82.34,-82.88,139.57
25th Aug,SERVOTECH,128.33,66.67,7.43,87.80,-58.68,-102.31,-50.74,-28.71,-33.48,130.54
25th Aug,TOKYOPLAST,127.46,66.67,-56.00,54.91,63.06,-24.19,-24.69,3.22,27.18,122.05
25th Aug,JAICORPLTD,127.06,-66.67,-2.22,75.12,197.37,241.74,179.18,166.06,109.43,117.46
25th Aug,MUFTI,126.50,66.67,133.33,134.02,-57.12,-118.50,-92.25,-70.74,-74.94,128.04
25th Aug,EMAMIREAL,126.42,66.67,133.33,167.35,145.58,190.02,149.99,108.38,80.94,111.90
25th Aug,AXISCETF,126.36,66.67,-8.42,70.05,183.08,229.25,212.65,146.75,151.81,122.89
25th Aug,CONSUMIETF,125.98,66.67,-4.14,73.63,189.38,241.52,214.44,150.24,157.04,124.24
25th Aug,SBIETFCON,125.94,-66.67,-87.22,63.62,172.50,221.85,208.03,143.00,149.15,122.19
25th Aug,CONS,125.50,66.67,133.33,90.52,208.54,264.68,240.73,161.04,166.49,122.49
25th Aug,SAMBHV,125.49,66.67,70.28,144.61,15.22,NaN,NaN,NaN,NaN,132.08
25th Aug,SURYODAY,125.31,-66.67,-79.98,18.48,-46.18,-94.08,-65.34,-0.196,6.37,121.77
25th Aug,REDTAPE,125.25,66.67,76.99,108.64,-43.66,-74.43,-94.86,-100.25,-89.52,130.04
25th Aug,MENONBE,125.19,-66.67,-89.94,-159.93,-88.69,-11.57,43.62,59.29,70.53,136.57
25th Aug,GILLANDERS,125.12,66.67,93.80,130.97,-60.59,-90.95,-16.36,24.26,35.76,135.17
25th Aug,LAMBODHARA,125,-66.67,-133.33,4.97,-59.17,-112.93,-138.92,-65.02,-69.77,132.17
25th Aug,HIMATSEIDE,124.98,-66.67,-95.72,-16.41,-72.88,-127.28,-162.09,-144.71,-132.88,132.75
25th Aug,IRFC,124.36,-66.67,-89.49,-122.32,-90.99,-125.60,-100.59,-61.91,-63.71,130.19
25th Aug,SPECIALITY,123.50,-66.67,-133.33,-90.87,-95.33,-110.06,-111.62,-107.45,-115.56,130.10
25th Aug,MRPL,123.49,-66.67,-109.67,-81.65,-66.26,-115.89,-132.12,-77.22,-55.41,132.29
25th Aug,NITCO,123.40,-66.67,-123.48,-135.84,-89.22,-113.59,-89.69,-23.65,-18.67,134.06
25th Aug,HDFCGROWTH,123.21,66.67,74.79,89.42,155.88,188.84,176.87,128.61,116.48,118.40
25th Aug,RPPINFRA,123.18,66.67,133.33,144.32,-27.95,-82.14,-92.40,-104.04,-104.75,108.54
