date,symbol,ltp,cci 2,cci 4,cci 10,cci 30,cci 60,cci 90,cci 120,cci 150,st 10-2
22nd Aug,GNA,314.60,-66.67,-8.87,77.31,6.72,-19.93,-43.85,-25.02,-45.19,305.68
22nd Aug,SURAKSHA,314,-66.67,-98.85,59.69,58.54,-19.40,1.18,37.67,28.02,298.79
22nd Aug,MASFIN,313.90,-66.67,-21.82,75.67,-15.78,34.52,66.03,79.79,92.62,320.42
22nd Aug,FLAIR,312,66.67,133.33,0.937,-56.17,48.14,77.83,97.33,115.95,334.97
22nd Aug,ORIENTTECH,310.95,66.67,127.81,-17.96,-69.29,-111.30,-127.90,-115.60,-82.57,329.60
22nd Aug,ASHIANA,310.70,66.67,82.61,50.82,-62.83,-88.38,-0.337,10.84,2.83,329.36
22nd Aug,CSLFINANCE,310.40,66.67,21.28,26.42,-23.40,-77.40,-64.63,7.04,24.58,321.21
22nd Aug,PNCINFRA,309.10,-66.67,-133.33,42.62,2.71,49.46,65.76,77.35,76.92,299.01
22nd Aug,TFCILTD,309.05,-66.67,-88.69,53.83,153.37,105.22,125.56,137.16,145.32,288.58
22nd Aug,STANLEY,308.15,-66.67,-133.33,-75.26,-98.00,-149.02,-121.61,-80.38,-70.06,330.10
22nd Aug,GREENPLY,308.10,-66.67,-129.13,-78.91,-66.32,-84.85,-12.87,22.33,36.10,325.22
22nd Aug,ASAHISONG,307.45,-66.67,27.55,22.85,-69.11,-132.55,-140.56,-94.75,-64.71,323.74
22nd Aug,RAMCOIND,307.20,66.67,81.25,175.66,225.26,150.27,127.76,135.83,158.27,283.63
22nd Aug,ADVENZYMES,306.30,-66.67,-133.33,5.69,-82.42,-94.63,-18.57,13.08,1.36,332.65
22nd Aug,SIMPLEXINF,306,-66.67,58.84,122.78,57.03,101.64,102.40,84.96,91.45,282.14
22nd Aug,KAMATHOTEL,305.83,66.67,113.67,110.40,195.28,306.66,306.96,130.35,124.57,275.13
22nd Aug,GSPL,305.70,-66.67,-0.364,48.39,-64.68,-115.69,-130.00,-38.55,-41.61,317.44
22nd Aug,JSWINFRA,305.20,-66.67,-133.33,29.84,-26.50,-9.27,30.54,40.98,55.31,299.78
22nd Aug,SKYGOLD,304.95,-66.67,36.55,104.56,23.26,-39.67,-49.27,-61.68,-73.47,281.82
22nd Aug,CAPITALSFB,301.95,66.67,120.33,107.87,-0.012,31.95,54.32,71.14,65.69,292.52
22nd Aug,QUICKHEAL,301.95,-66.67,31.44,101.63,-48.15,-82.24,-35.85,-25.88,-46.84,310.74
22nd Aug,WANBURY,301.35,66.67,98.83,144.31,202.30,98.65,99.26,100.04,108.23,266.80
22nd Aug,HONASA,300.05,66.67,85.36,115.19,127.71,35.37,54.56,74.25,89.44,279.72
22nd Aug,CAPACITE,299.55,66.67,114.89,100.71,-35.48,-90.78,-111.41,-123.18,-133.78,277.06
22nd Aug,JNKINDIA,298.95,-66.67,-126.34,-20.79,-98.25,-124.15,-142.09,-118.14,-87.97,320.51
22nd Aug,NRBBEARING,298.15,66.67,65.29,122.28,80.72,101.62,95.97,93.41,107.88,280.79
22nd Aug,HINDWAREAP,297.20,-66.67,-133.33,24.04,106.79,107.60,87.02,96.42,113.40,284.93
22nd Aug,BCONCEPTS,296.55,-66.67,-91.17,-96.84,-136.67,-189.59,-223.97,-190.93,-138.99,322.80
22nd Aug,SURYAROSNI,296.30,66.67,73.07,8.04,-90.63,-158.56,-38.86,3.64,18.78,299.19
22nd Aug,JUNIPER,296.10,66.67,76.40,149.20,-12.26,-24.83,-20.32,20.26,28.30,274.42
22nd Aug,ITI,295.90,-66.67,21.56,-38.10,-51.73,-100.64,-11.95,19.34,7.73,316.17
22nd Aug,NAHARCAP,295.25,-66.67,-112.37,-13.40,-79.75,-85.63,-3.29,30.70,38.57,319.39
22nd Aug,ARVIND,294.05,-66.67,-118.69,-10.30,-86.10,-146.91,-171.42,-157.22,-159.84,308.13
22nd Aug,JITFINFRA,294.05,66.67,-9.43,-66.33,-151.12,-192.22,-202.72,-224.57,-147.74,329.09
22nd Aug,PONNIERODE,293.95,-66.67,14.54,93.28,-36.35,-86.96,-120.48,-102.70,-107.17,301.81
22nd Aug,RHL,293,-66.67,53.60,113.13,106.48,103.06,106.96,123.11,137.88,261.68
22nd Aug,SUNFLAG,291.85,-66.67,-121.95,-39.62,10.26,21.20,57.40,74.67,84.27,282.70
22nd Aug,ECOSMOBLTY,291.55,-66.67,-30.84,31.31,-68.02,-56.40,29.78,48.97,59.86,308.03
22nd Aug,ACMESOLAR,290.80,-66.67,38.82,94.66,89.85,96.39,117.56,116.00,128.09,292.96
22nd Aug,RELINFRA,290.15,-66.67,44.43,110.68,-48.82,-99.58,-40.48,-11.70,-1.60,266.26
22nd Aug,SAHYADRI,290.05,-66.67,46.87,-36.02,-98.91,-118.84,-21.19,27.59,24.27,304.61
22nd Aug,NAHARPOLY,289.70,-66.67,-103.78,-197.37,-111.70,-149.29,-22.15,9.65,22.66,314.57
22nd Aug,PURVA,288.30,-66.67,-113.43,47.39,47.34,5.30,47.23,66.68,55.92,264.50
22nd Aug,MAZDA,287,-66.67,34.07,102.47,-10.78,47.39,70.41,92.63,46.45,297.91
22nd Aug,TIL,286.95,-66.67,34.40,-38.64,-106.11,-174.05,-41.99,-7.15,4.11,306.95
22nd Aug,ABCAPITAL,286.35,-66.67,46.02,85.65,161.74,117.64,105.33,111.74,124.36,271.46
22nd Aug,MMP,284.90,66.67,69.67,117.37,52.18,53.43,84.13,102.23,59.68,252.26
22nd Aug,NACLIND,283.85,66.67,96.51,26.76,-22.62,55.31,82.44,105.56,112.53,246.47
22nd Aug,SIGNPOST,283.48,66.67,47.09,81.30,182.87,180.85,238.36,218.62,68.75,247.47
22nd Aug,POWERGRID,283.35,-66.67,-111.51,-122.83,-118.09,-140.40,-136.84,-62.75,-38.15,291.33
22nd Aug,PODDARMENT,283,66.67,-28.77,-69.60,-117.12,-166.71,-160.45,-150.95,-121.68,297.38
22nd Aug,RPTECH,282.95,-66.67,-37.04,52.84,-68.82,-115.16,-98.48,-68.49,-73.85,300.19
22nd Aug,TIRUMALCHM,282.65,-66.67,-110.13,-104.09,-92.22,-47.35,23.77,47.64,51.15,299.90
22nd Aug,CLSEL,282.05,-66.67,-123.39,-134.67,-112.09,-167.69,-180.94,-136.97,-132.57,301.65
22nd Aug,ORIENTBELL,282,66.67,82.15,-2.05,-98.68,-67.24,-5.05,17.18,15.95,299.26
22nd Aug,RITCO,281.80,-66.67,-5.67,25.46,-48.58,-37.75,3.37,26.68,-18.90,299.72
22nd Aug,MUTHOOTCAP,280.10,66.67,71.46,113.06,-67.60,-91.63,-56.01,-27.18,-29.20,293.33
22nd Aug,INDOCO,280,-66.67,-69.49,-125.97,-117.14,-74.34,-5.22,21.98,24.15,304.53
22nd Aug,BHAGCHEM,279.35,-66.67,-133.33,-120.49,-124.39,-208.63,-162.97,-127.52,-132.19,298.27
22nd Aug,SPMLINFRA,278.65,-66.67,-98.66,-62.66,-40.95,55.49,81.25,99.42,118.73,265.52
22nd Aug,SWSOLAR,278.65,-66.67,47.92,91.38,-40.23,-83.59,-58.72,-12.81,-27.52,282.59
22nd Aug,VRLLOG,278.60,-66.67,-27.42,-68.43,-90.75,-75.60,-2.41,26.23,41.74,298.38
22nd Aug,IXIGO,278.51,-66.67,41.69,71.65,142.25,163.69,207.78,241.09,262.75,254.81
22nd Aug,AKSHARCHEM,278.10,-66.67,15.25,51.25,-43.54,9.94,45.09,67.79,69.40,286.07
22nd Aug,PANSARI,278,66.67,121.69,108.34,144.20,177.00,124.93,116.68,131.88,256.51
22nd Aug,IRMENERGY,276.95,-66.67,-20.26,36.32,-64.07,-107.91,-83.79,-44.80,-55.65,290.11
22nd Aug,PETRONET,276.95,-66.67,-132.69,27.02,-64.87,-123.18,-160.42,-130.25,-140.87,285.39
22nd Aug,STARCEMENT,276.71,-66.67,-114.62,2.85,89.52,156.16,222.16,274.81,321.98,271.53
22nd Aug,VSTIND,276.15,-66.67,6.19,16.76,-70.43,-90.48,-98.14,-31.94,-50.07,282.41
22nd Aug,UNIVASTU,275.60,-66.67,64.10,102.55,22.19,79.43,90.55,106.23,82.45,278.62
22nd Aug,NIFTY1,274.93,-66.67,-57.96,-12.38,-12.11,-20.17,27.22,52.02,64.54,277.59
22nd Aug,PLATIND,274.40,-66.67,-109.90,-34.56,-56.66,-31.06,8.61,17.99,-11.25,295.68
22nd Aug,VINYLINDIA,272.80,-66.67,-132.52,-126.10,-96.25,-152.09,-139.11,-57.40,-52.67,289.97
22nd Aug,DEEDEV,272.80,-66.67,-130.31,-102.45,-87.17,-112.63,-5.01,18.62,21.71,265.81
22nd Aug,INDIANCARD,272.70,66.67,-9.64,-48.94,-105.59,-137.10,-129.12,-45.27,-50.01,266.16
22nd Aug,QUESS,272.40,66.67,75.60,98.69,-75.66,-140.94,-141.27,-155.44,-165.55,286.05
22nd Aug,SASTASUNDR,272,-66.67,-123.40,-83.65,-109.31,-90.18,-26.72,13.89,9.43,293.21
22nd Aug,ASPINWALL,270.75,66.67,9.72,3.11,-80.79,-128.94,-64.84,-8.62,-30.29,290.13
22nd Aug,INDOSTAR,270.70,-66.67,-30.10,-46.27,-89.72,-119.42,-132.76,-78.83,-45.77,294.57
22nd Aug,TALBROAUTO,269.70,-66.67,-119.04,46.77,-59.61,-125.32,-52.71,1.81,2.17,253.64
22nd Aug,EIEL,268.25,66.67,133.33,153.82,25.13,83.33,103.80,124.70,106.30,271.13
22nd Aug,SULA,267.30,66.67,88.40,118.84,-52.04,-117.01,-137.36,-85.49,-92.47,247.39
22nd Aug,DCXINDIA,267.05,66.67,133.33,237.49,63.13,-29.91,-46.34,-3.28,-19.26,252.87
22nd Aug,MANAPPURAM,266.75,66.67,-25.95,56.01,37.52,21.68,54.45,73.32,90.60,252.54
22nd Aug,DCAL,266,-66.67,-45.44,54.07,108.63,62.08,72.17,85.06,97.10,247.47
22nd Aug,DBCORP,265.50,-66.67,-133.33,-118.27,-103.99,-80.51,21.57,47.26,52.31,279.28
22nd Aug,IFGLEXPOR,265.05,66.67,66.64,97.32,57.30,58.92,70.79,79.28,93.65,238.25
22nd Aug,BARBEQUE,265.05,-66.67,-75.62,52.42,-57.68,-119.79,-140.86,-108.01,-118.01,275.02
22nd Aug,FINOPB,265,-66.67,47.37,133.15,-1.62,-24.20,10.88,42.58,26.83,245.07
22nd Aug,GREENPANEL,264.40,-66.67,-109.11,-201.53,-96.99,-73.19,-7.67,16.85,-21.51,284.43
22nd Aug,CAMPUS,263.90,-66.67,-80.53,42.37,-55.22,-91.95,-23.45,4.14,-4.72,270.11
22nd Aug,UTTAMSUGAR,263.30,-66.67,57.10,116.47,-5.33,-66.52,-92.50,-22.12,5.13,244.21
22nd Aug,M&MFIN,263,-66.67,-72.62,48.37,56.84,-13.62,-8.98,-31.79,-46.66,251.83
22nd Aug,SESHAPAPER,262.95,-66.67,-39.99,-43.40,-74.80,-117.96,-104.22,-90.31,-105.41,281.02
22nd Aug,PRIMESECU,261.20,-66.67,-50.22,-103.01,-97.20,-54.31,1.25,30.77,42.73,282.98
22nd Aug,NIFTY50ADD,260.50,66.67,-14.94,66.05,30.26,2.87,44.22,59.29,70.75,254.56
22nd Aug,KEYFINSERV,259.95,-66.67,-99.43,33.56,-33.68,-61.92,-65.65,-48.62,-29.05,274.76
22nd Aug,AWL,258.40,-66.67,-22.35,73.15,-36.67,-46.19,-61.30,-41.73,-34.98,262.75
22nd Aug,KARURVYSYA,258.20,66.67,-62.54,-53.98,-76.38,10.90,50.44,70.87,87.87,270.06
22nd Aug,INDOBORAX,258,66.67,-62.02,-56.57,-6.03,63.34,95.39,120.40,142.96,292.93
22nd Aug,GODAVARIB,258,-66.67,-96.15,-75.58,-123.18,-71.83,14.96,38.52,41.69,289.07
22nd Aug,PENIND,257.47,-66.67,-89.20,72.13,109.72,150.58,125.95,122.00,130.46,237.86
22nd Aug,CANTABIL,257.40,66.67,114.81,113.65,-49.00,-36.09,5.91,-2.23,-26.03,261.23
22nd Aug,TRANSWORLD,256.75,-66.67,-61.18,-0.343,-75.48,-112.11,-117.77,-97.64,-88.91,269.49
22nd Aug,PRABHA,256.75,-66.67,-108.25,-118.17,-83.08,-27.61,26.10,NaN,NaN,281.41
22nd Aug,UDS,256.65,66.67,97.51,30.80,-84.55,-158.91,-159.79,-179.00,-149.96,265.18
22nd Aug,RITES,256.05,-66.67,-46.38,73.02,-42.59,-94.73,-30.78,6.15,14.59,262.19
22nd Aug,FCL,255.05,-66.67,-30.59,80.91,-22.18,-50.07,-15.36,15.01,-19.33,236.74
22nd Aug,HIKAL,254.90,-66.67,-75.14,-67.15,-117.01,-182.91,-197.28,-224.12,-247.98,279.05
22nd Aug,SALONA,254.75,66.67,68.10,141.49,-2.10,-12.04,-14.84,19.43,-9.64,258.64
22nd Aug,VSSL,254.50,-66.67,-108.33,-54.60,-90.72,-66.96,-10.63,34.95,47.07,273.26
22nd Aug,RBLBANK,253.15,-66.67,-78.81,-70.76,-102.33,34.28,63.74,83.92,97.10,250.97
22nd Aug,LAOPALA,252.30,-66.67,-106.80,41.75,-75.77,-64.46,-6.09,33.03,15.91,234.68
22nd Aug,NORTHARC,252.10,66.67,-15.79,80.25,27.61,60.32,89.06,97.85,111.44,232.77
22nd Aug,AEGISVOPAK,252.05,-66.67,13.85,88.89,-19.70,NaN,NaN,NaN,NaN,258.76
22nd Aug,CEIGALL,252,-66.67,-68.19,26.10,-64.52,-39.27,-43.35,-42.82,-55.56,261.83
22nd Aug,RELIGARE,251,66.67,-25.37,-72.91,-92.44,20.39,52.65,66.52,59.24,272.56
22nd Aug,ZENITHEXPO,250.98,66.67,121.15,216.84,196.13,79.19,36.25,58.02,27.66,216.79
22nd Aug,UNIVPHOTO,250.05,-66.67,-86.45,-54.10,-108.99,-40.10,18.67,43.71,57.81,273.18
22nd Aug,ICIL,250,-66.67,-83.84,40.76,-64.96,-109.84,-129.61,-114.42,-128.09,256.63
22nd Aug,KABRAEXTRU,249.90,-66.67,-126.56,-74.52,-86.31,-132.67,-125.76,-118.72,-87.71,269.64
22nd Aug,LIKHITHA,249.65,66.67,-50.49,-54.52,-122.71,-167.24,-145.92,-133.20,-125.69,265.32
22nd Aug,DPWIRES,249.51,66.67,107.19,235.33,245.78,174.54,126.81,134.75,47.42,235.26
22nd Aug,WIPRO,248.64,-66.67,29.33,90.02,-15.06,-51.15,-23.88,-39.87,-58.16,251.39
22nd Aug,SPANDANA,248.55,66.67,95.38,54.03,-70.02,-120.67,-140.08,-92.70,-99.13,260.71
22nd Aug,SCPL,248.10,-66.67,18.45,-44.62,-103.71,-177.48,-213.39,-236.17,-246.41,265.43
22nd Aug,KAPSTON,247.90,66.67,34.64,43.01,21.73,48.80,54.07,67.13,70.46,265.95
22nd Aug,SHANTIGOLD,246.22,-66.67,-93.38,-5.46,NaN,NaN,NaN,NaN,NaN,272.68
22nd Aug,NURECA,245.90,-66.67,34.02,97.32,-30.18,-75.86,-54.31,-22.68,-43.74,252.82
22nd Aug,ITCHOTELS,244.80,-66.67,44.47,111.07,91.41,129.69,135.77,134.72,NaN,234.18
22nd Aug,ALPHAGEO,243.80,-66.67,11.83,10.27,-65.95,-112.63,-88.71,-63.22,-62.68,260.68
22nd Aug,REDINGTON,243.30,-66.67,-125.04,36.24,-66.32,-113.80,-88.58,-52.94,-33.95,258.19
22nd Aug,JAYAGROGN,243.01,-66.67,-133.33,-88.79,-73.29,-105.92,-59.73,-24.12,-46.69,251.75
22nd Aug,SAGCEM,241.20,-66.67,-122.50,54.78,-16.29,17.63,44.94,65.49,78.40,228.28
22nd Aug,BANKBARODA,240.23,-66.67,-133.33,-83.84,-23.26,-19.99,-4.22,37.61,50.95,247.24
22nd Aug,MEGASTAR,239.80,66.67,57.95,74.73,-79.82,-94.32,-27.51,2.99,-1.60,257.14
22nd Aug,KHADIM,239.35,-66.67,-94.73,-113.41,-138.49,-160.54,-162.80,-175.02,-162.32,259.01
22nd Aug,ARTEMISMED,239,-66.67,-130.99,-137.17,-78.08,-105.69,-103.15,-85.95,-87.08,233.23
22nd Aug,GPIL,238.61,66.67,132.97,154.97,310.26,432.75,402.21,359.37,370.00,215.04
22nd Aug,EIFFL,238,66.67,78.42,42.95,-25.14,15.46,47.73,72.29,83.34,255.19
22nd Aug,HINDCOPPER,237.98,-66.67,-133.33,-84.28,-78.86,-113.53,-30.57,-1.17,3.81,251.44
22nd Aug,ORIENTCEM,237.60,-66.67,-59.61,39.98,-33.48,-45.09,-65.22,-85.78,-106.46,250.11
22nd Aug,EPL,237.20,66.67,114.43,107.15,111.09,51.06,58.10,68.41,65.31,225.24
22nd Aug,SMSPHARMA,237,-66.67,7.07,75.03,28.39,-19.73,-26.95,21.62,37.75,224.68
22nd Aug,ONGC,236.29,-66.67,-114.43,13.74,-50.40,-88.02,-99.91,-37.95,-50.32,239.74
22nd Aug,PARAGMILK,236.02,-66.67,12.22,85.78,-6.51,47.90,78.85,83.57,94.53,222.47
22nd Aug,APOLLO,235.16,66.67,133.33,200.74,349.09,280.47,143.75,139.78,159.73,200.45
22nd Aug,JAGSNPHARM,235.05,-66.67,-123.92,-191.86,-122.82,-28.85,-2.18,22.01,18.40,262.14
22nd Aug,PPAP,235,-66.67,-28.35,53.99,2.72,-6.64,45.75,63.24,77.63,224.31
22nd Aug,EUROBOND,235,-66.67,-58.56,41.92,NaN,NaN,NaN,NaN,NaN,270.40
22nd Aug,NLCINDIA,234.70,-66.67,-129.64,-55.87,-29.98,13.61,5.39,7.72,30.61,246.75
22nd Aug,20MICRONS,234.36,66.67,-22.53,73.38,-35.81,4.49,30.57,58.42,66.34,247.25
22nd Aug,DCI,233.90,-66.67,8.63,-37.43,-60.95,-110.06,-134.94,-139.98,-145.95,213.89
22nd Aug,SREEL,233.01,-66.67,-133.33,-104.15,-109.81,-148.62,-117.86,-54.83,-60.51,245.53
22nd Aug,KANSAINER,232.62,-66.67,-133.33,-78.37,-120.10,-156.47,-148.98,-91.94,-83.84,232.59
22nd Aug,VLSFINANCE,232.43,-66.67,38.39,7.86,-41.92,-88.32,-83.38,-12.14,-35.31,239.64
22nd Aug,RUBYMILLS,231.50,66.67,-7.98,-66.46,-93.19,-21.54,31.28,53.49,62.43,227.67
22nd Aug,AVG,231.15,66.67,66.87,-15.90,-74.80,-125.42,-99.35,-76.55,-89.17,252.91
22nd Aug,GREENLAM,231,66.67,74.51,130.51,-24.05,-62.53,-29.62,-32.61,-52.19,237.56
22nd Aug,SUVEN,230.75,-66.67,-119.93,-84.76,-115.31,-77.00,13.10,38.55,53.53,257.82
22nd Aug,ADFFOODS,230,-66.67,-24.73,10.40,-72.19,-126.24,-64.59,-60.96,-69.28,243.92
22nd Aug,MOBIKWIK,228.98,-66.67,-13.87,-2.84,-79.43,-108.43,-122.58,-130.82,-92.18,242.84
22nd Aug,IKIO,228.61,-66.67,53.50,118.46,192.12,160.41,103.00,62.39,67.11,217.94
22nd Aug,INDIQUBE,227.23,66.67,71.33,145.12,NaN,NaN,NaN,NaN,NaN,239.51
22nd Aug,CHEMCON,226.88,-66.67,-118.75,-64.74,22.69,73.80,108.10,133.87,120.63,216.36
22nd Aug,BAJAJCON,226.51,-66.67,-69.90,3.17,-43.09,43.68,69.29,92.94,115.74,236.22
22nd Aug,AMNPLST,226.05,-66.67,-52.54,72.22,-14.53,-56.25,-14.05,2.57,-27.86,212.06
22nd Aug,SHREYANIND,226,-66.67,-90.36,-46.16,-79.31,-61.76,31.86,51.20,59.69,240.87
22nd Aug,APEX,225.78,-66.67,-110.26,-72.24,-111.49,-101.59,-24.15,-4.64,-8.94,247.58
22nd Aug,INDOFARM,225.73,-66.67,26.55,93.89,186.94,154.84,180.65,204.26,167.14,214.62
22nd Aug,IPL,225.69,-66.67,50.90,60.52,76.34,106.32,78.00,85.89,103.18,233.46
22nd Aug,NYKAA,224.94,66.67,39.54,82.20,156.07,156.24,182.86,149.13,144.74,213.76
22nd Aug,RACE,224.39,-66.67,59.62,-48.03,-108.26,-123.81,-138.04,-155.39,-116.65,244.27
22nd Aug,SHK,224.20,-66.67,52.60,-2.89,-83.25,-115.97,-24.53,19.24,30.08,233.64
22nd Aug,BALMLAWRIE,224.11,-66.67,59.33,128.79,163.85,211.89,161.33,105.72,111.14,215.55
22nd Aug,DAMCAPITAL,224.08,-66.67,24.52,90.32,-25.55,-81.03,-51.15,-36.67,-53.42,229.24
22nd Aug,LOKESHMACH,223.66,66.67,133.33,188.96,77.11,71.03,96.32,116.92,38.05,191.48
22nd Aug,TAINWALCHM,222.70,-66.67,-86.45,-22.99,-32.59,4.39,34.50,34.46,-7.44,251.08
22nd Aug,LTF,222.70,66.67,96.08,115.40,242.04,183.32,146.34,139.16,148.48,212.00
22nd Aug,VERANDA,221.47,-66.67,-89.47,-106.25,-78.02,12.51,27.22,35.17,16.06,248.30
22nd Aug,MHLXMIRU,221.21,66.67,-19.90,16.98,33.78,34.09,-4.39,8.84,-1.96,213.24
22nd Aug,AFSL,220.50,-66.67,-54.84,-19.49,-32.55,-53.31,3.01,31.31,36.18,233.22
22nd Aug,PARADEEP,220.12,66.67,86.47,59.97,69.43,115.29,153.78,143.06,149.80,224.92
22nd Aug,MAXIND,219.50,66.67,88.58,175.67,76.94,107.64,106.50,135.72,47.14,224.05
22nd Aug,BHEL,218.59,-66.67,-73.83,-97.06,-107.22,-165.56,-126.80,-53.07,-27.88,230.21
22nd Aug,SAKSOFT,218.42,66.67,83.61,104.16,-2.67,31.72,66.85,79.22,87.87,220.64
22nd Aug,HARRMALAYA,217.24,-66.67,-47.68,-69.22,31.36,18.54,51.98,69.78,11.58,208.30
22nd Aug,CHEMBONDCH,217.18,66.67,133.33,263.00,NaN,NaN,NaN,NaN,NaN,170.98
22nd Aug,VAIBHAVGBL,217,-66.67,-123.92,-63.67,-90.00,-140.86,-123.98,-92.52,-96.48,229.64
22nd Aug,NCC,216.96,-66.67,-125.86,-146.95,-70.36,-101.97,-74.58,0.742,-1.27,210.58
22nd Aug,BORANA,216.90,-66.67,-95.59,-152.39,-101.11,-104.58,NaN,NaN,NaN,227.15
22nd Aug,NCLIND,216.45,-66.67,-133.33,-16.70,-51.96,-48.15,-23.80,28.42,39.82,222.76
22nd Aug,SCI,216.41,66.67,81.06,102.78,29.72,-2.14,48.56,63.99,75.22,204.72
22nd Aug,NAHARSPING,216.25,-66.67,-88.37,65.53,-65.97,-131.19,-111.94,-67.57,-60.17,222.31
22nd Aug,HUHTAMAKI,215,-66.67,-54.90,47.13,-40.79,-7.28,37.35,59.89,37.78,223.64
22nd Aug,EMKAY,215,-66.67,-72.49,-12.75,-90.92,-114.49,-42.18,-12.55,-29.25,229.53
22nd Aug,ORIENTELEC,214.50,66.67,133.33,124.04,-19.69,-71.32,-90.15,-52.44,-58.92,201.76
22nd Aug,CAMLINFINE,214.25,66.67,71.29,-23.22,-101.09,-142.61,-45.99,-15.79,5.62,231.06
22nd Aug,HEIDELBERG,214.19,-66.67,-76.91,-12.15,23.44,60.98,86.23,110.81,83.95,210.67
22nd Aug,GLOBALVECT,213,-66.67,-133.33,-64.82,-99.08,-107.11,-95.26,-115.22,-111.16,233.52
22nd Aug,LXCHEM,213,-66.67,-82.99,53.28,120.04,148.29,148.78,147.52,103.90,209.86
22nd Aug,HUDCO,211.84,-66.67,-99.42,64.69,-51.89,-95.79,-109.72,-23.99,-11.90,219.50
22nd Aug,FINPIPE,211.72,66.67,105.31,117.61,72.00,3.94,37.99,58.37,61.34,195.13
22nd Aug,CUB,211.66,-66.67,-18.91,56.95,32.52,48.48,73.79,82.44,95.70,204.09
22nd Aug,KANPRPLA,211.31,-66.67,-88.61,-42.62,25.44,0.485,39.96,55.26,69.32,201.04
22nd Aug,SSWL,211,-66.67,26.01,-23.82,-80.74,-135.91,-91.14,-25.16,-6.19,223.96
22nd Aug,TREJHARA,210.53,-66.67,-4.80,-42.32,-97.72,-143.54,-174.82,-47.97,-39.25,224.29
22nd Aug,GSFC,210.18,-66.67,-27.67,55.82,145.98,116.41,115.42,94.26,95.81,201.00
22nd Aug,GREAVESCOT,208.57,-66.67,-107.18,-27.58,16.01,59.31,67.99,22.61,-26.98,224.09
22nd Aug,BLAL,208.21,-66.67,50.78,104.58,-2.12,-47.81,-14.03,18.22,6.87,209.49
22nd Aug,SAMHI,208.13,-66.67,36.78,-38.69,-100.76,-94.78,2.23,37.30,50.63,223.66
22nd Aug,IGL,207.21,66.67,80.54,111.40,-19.77,-39.04,7.18,32.79,43.99,212.92
22nd Aug,DIGITIDE,206.73,-66.67,-133.33,14.38,-68.21,NaN,NaN,NaN,NaN,223.85
22nd Aug,BAJEL,206.42,-66.67,-133.33,-93.81,-135.47,-108.96,-23.52,12.47,6.85,228.20
22nd Aug,LFIC,206.40,-66.67,-77.72,-6.20,-51.54,-99.20,-13.37,28.03,30.24,218.75
22nd Aug,CASTROLIND,206.24,-66.67,-48.69,-64.49,-113.51,-125.30,-60.58,-56.90,-18.98,215.27
22nd Aug,UNIDT,205.77,66.67,-7.49,10.20,-61.98,-48.26,-34.90,-48.65,-66.85,217.20
22nd Aug,MVGJL,204.61,-66.67,-42.12,-21.13,-80.92,-97.29,-106.19,-81.03,-85.48,220.04
22nd Aug,KCP,204.51,-66.67,-133.33,7.47,-21.11,-2.39,-20.35,13.57,12.64,214.99
22nd Aug,HITECHCORP,203.98,-66.67,28.62,73.01,59.40,81.48,112.55,112.26,63.69,184.77
22nd Aug,BBTCL,203.80,-66.67,52.81,53.04,59.30,100.81,140.79,170.37,127.23,181.42
22nd Aug,PROSTARM,203.26,-66.67,23.19,18.55,-50.16,NaN,NaN,NaN,NaN,219.98
22nd Aug,JINDALSAW,203.15,-66.67,-91.82,17.40,-71.85,-106.51,-103.61,-110.34,-126.66,213.05
22nd Aug,DELPHIFX,203,-66.67,9.65,25.65,-61.64,27.65,56.89,81.01,71.19,213.26
22nd Aug,RESPONIND,201.88,-66.67,-133.33,18.99,-73.82,-69.28,-21.71,-7.68,-27.06,212.99
22nd Aug,DTIL,200.44,66.67,133.33,62.43,85.97,53.66,68.10,84.38,25.15,190.29
